Instructor,Term,Course,RcmndClass,RcmndInstr,Study Hrs/wk,Avg Grade Received
"Hayes, Sherry Lorine",WI23,MGT 173 - Project Mgt- Health Services (A),97.3%,100.0%,4.78,B+ (3.56)
"Hayes, Sherry Lorine",WI23,MGT 173 - Project Mgt- Health Services (B),92.3%,96.2%,4.76,B+ (3.61)
"Gopal, Christopher S.",WI23,MGT 175 - Supply Chain Management (A),80.0%,84.0%,4.10,B (3.18)
"Gopal, Christopher S.",WI23,MGT 176 - Strategic Cost Management (A),100.0%,100.0%,4.81,B+ (3.48)
"McKay, Michael J",WI23,MGT 18 - Managing Diverse Teams (A),76.2%,85.0%,3.50,B- (2.94)
"McKay, Michael J",WI23,MGT 18 - Managing Diverse Teams (B),91.2%,97.1%,3.09,B (3.06)
"McKay, Michael J",WI23,MGT 18 - Managing Diverse Teams (C),90.6%,87.5%,3.38,B (3.25)
"McKay, Mary A",WI23,MGT 18 - Managing Diverse Teams (D),83.3%,81.8%,5.33,C+ (2.59)
"Chamberlain, Travis Dean",WI23,MGT 18 - Managing Diverse Teams (E),95.3%,100.0%,4.10,B+ (3.52)
"Engelberg, Joseph Edward",WI23,MGT 180 - Business Finance (A),96.7%,100.0%,6.95,B+ (3.33)
"Engelberg, Joseph Edward",WI23,MGT 180 - Business Finance (B),100.0%,97.4%,6.65,B+ (3.32)
"Buchanan, Harold G",WI23,MGT 181 - Enterprise Finance (A),89.9%,87.9%,5.41,B (3.13)
"Bliss, Barbara Ann",WI23,MGT 181 - Enterprise Finance (B),96.2%,96.2%,5.50,B (3.25)
"Parashar, Sat P",WI23,MGT 184 - Money and Banking (A),96.1%,94.8%,4.16,A- (3.94)
"Dunn, Louis Jean",WI23,MGT 187 - New Venture Finance (A),92.6%,88.5%,4.81,B+ (3.32)
"Dunn, Louis Jean",WI23,MGT 187 - New Venture Finance (B),94.4%,88.9%,5.83,B (3.19)
"Reher, Michael Christopher",WI23,MGT 189 - Topics in Finance (A),100.0%,100.0%,5.50,N/A
"Wagner, Timothy Ryan",WI23,MGT 3 - Quant Methods in Business (B),80.0%,86.7%,5.17,B- (2.81)
"Pecore, Joseph P.",WI23,MGT 45 - Principles of Accounting (A),100.0%,97.9%,6.29,B (3.08)
"Floyd, Eric",WI23,MGT 45 - Principles of Accounting (B),87.5%,95.7%,4.08,B+ (3.52)
"Houskeeper, Robert",WI23,MGT 5 - Managerial Accounting (A),69.6%,67.0%,5.91,C+ (2.43)
"Phiroz, Zal Navroze",WI23,MGT 71 - Business & Operations Mgt (A),82.6%,87.0%,5.72,B+ (3.65)
"Ehrich, Kristine R",FA22,MGT 103 - Product Marketing & Management (A),88.9%,100.0%,3.76,B- (2.80)
"Ehrich, Kristine R",FA22,MGT 103 - Product Marketing & Management (B),86.2%,86.2%,5.43,B- (2.80)
"Eberhard, Craig A",FA22,MGT 103 - Product Marketing & Management (C),84.9%,84.9%,3.90,B- (2.78)
"Eberhard, Craig A",FA22,MGT 103 - Product Marketing & Management (D),90.2%,91.7%,4.03,B- (2.86)
"Demill, Burritt",FA22,MGT 103 - Product Marketing & Management (E),100.0%,100.0%,4.58,B+ (3.44)
"Bates, Kenneth Walter",FA22,MGT 103 - Product Marketing & Management (F),93.8%,92.5%,4.68,B (3.04)
"Bates, Kenneth Walter",FA22,MGT 103 - Product Marketing & Management (G),98.7%,96.1%,5.00,B- (2.97)
"Campbell, Robert Harold",FA22,MGT 105 - Product Promotion & Brand Mgt (A),97.8%,95.5%,4.30,B+ (3.41)
"Eberhard, Craig A",FA22,MGT 106 - Sales and Sales Management (A),76.9%,72.3%,3.91,B- (2.91)
"Amir, On",FA22,MGT 108R - Applied Market Research (A),98.2%,97.6%,4.75,A- (3.93)
"Campbell, Colin Leslie",FA22,MGT 109 - Topics in Marketing (A),86.8%,93.4%,4.71,B+ (3.35)
"Somasundaram, Tyagarajan",FA22,MGT 112 - Global Business Strategy (A),80.8%,80.8%,6.66,B (3.27)
"Somasundaram, Tyagarajan",FA22,MGT 112 - Global Business Strategy (B),76.0%,72.0%,7.06,B+ (3.39)
"Ehrich, Kristine R",FA22,MGT 112 - Global Business Strategy (C),88.9%,100.0%,5.83,B+ (3.43)
"Zimmermann, Carsten",FA22,MGT 112 - Global Business Strategy (D),88.9%,88.9%,4.98,B+ (3.49)
"Pecore, Joseph P.",FA22,MGT 12 - Personal Financial Management (A),95.8%,91.3%,2.90,B+ (3.40)
"Lindenberger, Wade Douglas",FA22,MGT 12 - Personal Financial Management (B),97.5%,97.5%,3.56,A- (3.82)
"Wang, Helen Shan",FA22,MGT 121A - Innovation to Market A (A),88.6%,97.7%,5.32,B+ (3.69)
"Wang, Helen Shan",FA22,MGT 121A - Innovation to Market A (B),89.1%,95.7%,6.07,B+ (3.66)
"Houskeeper, Robert",FA22,MGT 131A - Intermediate Accounting A (A),81.3%,72.9%,6.54,C (2.29)
"Blakley, Bruce",FA22,MGT 132 - Auditing (A),93.8%,81.3%,8.13,B- (2.80)
"Houskeeper, Robert",FA22,MGT 134 - Federal Taxation-Individuals (A),75.0%,75.0%,5.33,B+ (3.63)
"Anderson, John Charles",FA22,MGT 135 - Federal Taxation-Companies (A),97.6%,95.1%,6.55,B (3.29)
"Perols, Johan Lars",FA22,MGT 139 - Accounting Information Systems (A),100.0%,88.9%,4.72,B+ (3.69)
"Perols, Johan Lars",FA22,MGT 153 - Business Analytics (A),90.0%,100.0%,5.19,B (3.11)
"Phiroz, Zal Navroze",FA22,MGT 153 - Business Analytics (B),87.1%,90.3%,5.21,A- (3.72)
"Phiroz, Zal Navroze",FA22,MGT 153 - Business Analytics (C),90.9%,95.2%,5.36,B+ (3.57)
"Campbell, Robert Harold",FA22,MGT 16 - Personal Ethics at Work (A),92.5%,92.3%,3.56,B- (2.89)
"Campbell, Robert Harold",FA22,MGT 16 - Personal Ethics at Work (B),95.5%,97.0%,3.68,B- (2.97)
"Lindenberger, Wade Douglas",FA22,MGT 16 - Personal Ethics at Work (C),99.0%,100.0%,3.43,A- (3.95)
"Lindenberger, Wade Douglas",FA22,MGT 16 - Personal Ethics at Work (D),100.0%,97.8%,3.23,A- (3.82)
"Buchanan, Harold G",FA22,MGT 16 - Personal Ethics at Work (E),97.6%,98.8%,4.03,B (3.25)
"Gneezy, Uri",FA22,MGT 162R - Negotiations (A),100.0%,100.0%,4.63,B+ (3.68)
"McKay, Mary A",FA22,MGT 164 - Business and Org Leadership (A),87.0%,87.0%,6.15,C+ (2.48)
"Meyer, Alison Bloomfield",FA22,MGT 164 - Business and Org Leadership (B),85.0%,83.8%,5.45,B+ (3.44)
"Smith, Pamela Karen",FA22,MGT 164 - Business and Org Leadership (C),89.7%,93.1%,5.21,B (3.26)
"Moran, Cathleen L.",FA22,MGT 166 - Corp Social Responsibility (A),87.9%,81.8%,3.89,B (3.03)
"Moran, Cathleen L.",FA22,MGT 166 - Corp Social Responsibility (B),81.1%,84.9%,6.08,B- (2.81)
"Moran, Cathleen L.",FA22,MGT 166 - Corp Social Responsibility (C),81.8%,90.9%,5.23,N/A
"Demill, Burritt",FA22,MGT 166 - Corp Social Responsibility (D),95.4%,95.4%,5.88,B+ (3.52)
"Klaas, Jeffrey David",FA22,MGT 167 - Social Entrepreneurship (A),94.8%,96.5%,4.02,B (3.29)
"Jacob, Jo Dee C",FA22,MGT 167 - Social Entrepreneurship (B),100.0%,100.0%,3.50,B+ (3.55)
"Phiroz, Zal Navroze",FA22,MGT 171 - Operations Management (A),78.3%,91.3%,4.85,B+ (3.53)
"Hedges, Kathleen",FA22,MGT 172 - Business Project Management (A),95.0%,97.5%,5.28,B+ (3.43)
"Royal, Rebecca",FA22,MGT 172 - Business Project Management (A),95.0%,93.8%,5.28,B+ (3.43)
"Hedges, Kathleen",FA22,MGT 172 - Business Project Management (B),100.0%,97.2%,4.44,B+ (3.63)
"Zimmermann, Carsten",FA22,MGT 172 - Business Project Management (C),84.2%,96.5%,4.64,B+ (3.38)
"Hayes, Sherry Lorine",FA22,MGT 173 - Project Mgt- Health Services (A),96.6%,98.9%,4.32,A- (3.83)
"Gopal, Christopher S.",FA22,MGT 175 - Supply Chain Management (A),90.3%,93.5%,5.92,B (3.11)
"McKay, Michael J",FA22,MGT 18 - Managing Diverse Teams (A),72.7%,86.4%,2.68,B- (2.81)
"McKay, Michael J",FA22,MGT 18 - Managing Diverse Teams (B),88.2%,94.1%,2.74,B- (2.86)
"McKay, Michael J",FA22,MGT 18 - Managing Diverse Teams (C),73.0%,86.5%,2.78,B- (2.87)
"McKay, Mary A",FA22,MGT 18 - Managing Diverse Teams (D),82.9%,76.5%,5.19,B- (2.89)
"McKay, Mary A",FA22,MGT 18 - Managing Diverse Teams (E),59.4%,48.4%,5.25,C+ (2.69)
"Buchanan, Harold G",FA22,MGT 181 - Enterprise Finance (A),87.7%,87.7%,6.92,B- (2.94)
"Buchanan, Harold G",FA22,MGT 181 - Enterprise Finance (B),93.2%,89.3%,6.23,B (3.02)
"Bliss, Barbara Ann",FA22,MGT 181 - Enterprise Finance (C),94.1%,98.0%,5.51,B (3.25)
"Dunn, Louis Jean",FA22,MGT 185 - Investment Banking (A),76.5%,88.2%,7.91,B (3.23)
"Dunn, Louis Jean",FA22,MGT 187 - New Venture Finance (A),91.9%,83.8%,4.61,B (3.24)
"Wagner, Timothy Ryan",FA22,MGT 3 - Quant Methods in Business (A),92.3%,100.0%,6.13,B (3.01)
"Pecore, Joseph P.",FA22,MGT 45 - Principles of Accounting (A),89.8%,93.2%,6.26,B- (2.90)
"Pecore, Joseph P.",FA22,MGT 45 - Principles of Accounting (B),89.1%,92.4%,5.65,B (3.17)
"Houskeeper, Robert",FA22,MGT 5 - Managerial Accounting (A),74.3%,72.6%,5.58,C+ (2.63)
"Deal, Jennifer Jean",FA22,MGT 52 - Test & Measurement at Work (A),89.4%,93.9%,3.17,B+ (3.41)
"August, Terrence",FA22,MGT 71 - Business & Operations Mgt (A),86.7%,96.0%,5.81,B+ (3.39)
"Ehrich, Kristine R",S222,MGT 103 - Product Marketing & Management (A),100.0%,91.7%,6.90,B+ (3.36)
"Ehrich, Kristine R",S222,MGT 112 - Global Business Strategy (A),81.0%,81.0%,7.93,B+ (3.48)
"Lindenberger, Wade Douglas",S222,MGT 12 - Personal Financial Management (A),100.0%,100.0%,4.21,A- (3.90)
"Maki, Kanetaka",S222,MGT 121A - Innovation to Market A (A),100.0%,100.0%,6.72,B+ (3.48)
"Anderson, John Charles",S222,MGT 131B - Intermediate Accounting B (A),90.2%,95.1%,8.74,B (3.16)
"Lindenberger, Wade Douglas",S222,MGT 136 - Advanced Accounting (A),87.0%,91.3%,7.63,A- (3.83)
"Chamberlain, Travis Dean",S222,MGT 18 - Managing Diverse Teams (A),87.0%,100.0%,5.63,B+ (3.65)
"Anderson, John Charles",S222,MGT 4 - Financial Accounting (A),87.8%,83.7%,8.13,B (3.11)
"Eberhard, Craig A",S122,MGT 103 - Product Marketing & Management (A),86.5%,81.1%,6.69,B (3.04)
"Houskeeper, Robert",S122,MGT 131A - Intermediate Accounting A (A),77.8%,66.7%,10.28,B- (2.88)
"Anderson, John Charles",S122,MGT 132 - Auditing (A),87.5%,100.0%,7.75,B+ (3.35)
"Anderson, John Charles",S122,MGT 135 - Federal Taxation-Companies (A),95.8%,95.8%,7.08,B+ (3.45)
"Yavorsky, Daniel Ryan",S122,MGT 153 - Business Analytics (A),97.1%,100.0%,8.39,B+ (3.56)
"McKay, Michael J",S122,MGT 16 - Personal Ethics at Work (A),75.0%,100.0%,6.50,B (3.19)
"McKay, Mary A",S122,MGT 164 - Business and Org Leadership (A),66.7%,55.6%,4.94,C+ (2.45)
"Hedges, Kathleen",S122,MGT 172 - Business Project Management (A),93.2%,97.3%,7.23,B+ (3.36)
"McKay, Michael J",S122,MGT 18 - Managing Diverse Teams (A),100.0%,100.0%,4.90,B (3.08)
"Dunn, Louis Jean",S122,MGT 181 - Enterprise Finance (A),83.3%,83.3%,7.70,A- (3.71)
"Pecore, Joseph P.",S122,MGT 45 - Principles of Accounting (A),100.0%,100.0%,7.97,B (3.10)
"Houskeeper, Robert",S122,MGT 5 - Managerial Accounting (A),76.9%,76.9%,6.04,B- (2.90)
"Wilbur, Kenneth C",SP22,MGT 100 - Customer Analytics (A),97.4%,97.4%,6.97,B+ (3.44)
"Wilbur, Kenneth C",SP22,MGT 102 - E-Commerce (A),86.3%,90.2%,5.99,B (3.17)
"Ehrich, Kristine R",SP22,MGT 103 - Product Marketing & Management (A),93.5%,90.3%,3.94,B (3.06)
"Eberhard, Craig A",SP22,MGT 103 - Product Marketing & Management (B),100.0%,100.0%,3.33,N/A
"Eberhard, Craig A",SP22,MGT 103 - Product Marketing & Management (C),85.2%,81.5%,3.54,B- (2.88)
"Demill, Burritt",SP22,MGT 103 - Product Marketing & Management (D),98.8%,97.7%,4.64,B+ (3.53)
"Bates, Kenneth Walter",SP22,MGT 103 - Product Marketing & Management (E),90.8%,89.2%,4.37,B (3.18)
"Bates, Kenneth Walter",SP22,MGT 103 - Product Marketing & Management (F),98.1%,98.1%,4.50,B (3.02)
"Demill, Burritt",SP22,MGT 103 - Product Marketing & Management (G),98.8%,98.8%,5.14,B+ (3.54)
"Campbell, Robert Harold",SP22,MGT 105 - Product Promotion & Brand Mgt (A),90.6%,90.6%,3.77,B+ (3.39)
"Eberhard, Craig A",SP22,MGT 106 - Sales and Sales Management (A),88.3%,86.7%,3.53,B- (2.96)
"Somasundaram, Tyagarajan",SP22,MGT 112 - Global Business Strategy (A),88.5%,92.3%,6.42,B+ (3.55)
"Somasundaram, Tyagarajan",SP22,MGT 112 - Global Business Strategy (B),68.8%,75.0%,3.75,N/A
"Ehrich, Kristine R",SP22,MGT 112 - Global Business Strategy (C),90.0%,90.0%,6.50,B+ (3.34)
"Ehrich, Kristine R",SP22,MGT 112 - Global Business Strategy (D),97.7%,93.2%,5.59,B+ (3.39)
"Samek, Anya",SP22,MGT 112 - Global Business Strategy (E),95.7%,97.8%,3.93,B+ (3.36)
"Anderson, Jon Marcus",SP22,MGT 119 - Topics in Business (A),100.0%,100.0%,4.04,A- (3.79)
"Davis, Kathleen Ann",SP22,MGT 119 - Topics in Business (B),100.0%,100.0%,3.17,B+ (3.54)
"Pecore, Joseph P.",SP22,MGT 12 - Personal Financial Management (A),100.0%,90.5%,2.21,B+ (3.33)
"Lindenberger, Wade Douglas",SP22,MGT 12 - Personal Financial Management (B),98.8%,100.0%,3.23,A- (3.90)
"Lindenberger, Wade Douglas",SP22,MGT 12 - Personal Financial Management (C),100.0%,100.0%,3.11,A- (3.85)
"Pecore, Joseph P.",SP22,MGT 12 - Personal Financial Management (D),100.0%,92.9%,2.71,B (3.17)
"Klaas, Jeffrey David",SP22,MGT 121B - Innovation to Market B (A),96.8%,98.4%,4.82,B+ (3.50)
"Krishnan, Viswanathan",SP22,MGT 128R - Business Innovation & Growth (A),89.7%,92.6%,4.62,B+ (3.43)
"Houskeeper, Robert",SP22,MGT 131A - Intermediate Accounting A (A),90.2%,92.7%,6.45,C+ (2.47)
"Houskeeper, Robert",SP22,MGT 131B - Intermediate Accounting B (A),92.0%,91.7%,5.86,B- (2.71)
"Blakley, Bruce",SP22,MGT 132 - Auditing (A),60.0%,86.7%,5.03,B- (2.70)
"Lindenberger, Wade Douglas",SP22,MGT 136 - Advanced Accounting (A),100.0%,100.0%,4.43,B+ (3.58)
"Anderson, John Charles",SP22,MGT 147 - Not-for-profit & Govt Acct (A),95.7%,100.0%,4.33,B+ (3.32)
"Perols, Johan Lars",SP22,MGT 153 - Business Analytics (A),89.5%,94.4%,6.71,B- (2.93)
"Phiroz, Zal Navroze",SP22,MGT 153 - Business Analytics (B),77.4%,83.9%,5.85,B+ (3.41)
"Bliss, Barbara Ann",SP22,MGT 158 - Real Estate & the Tech Sector (A),98.0%,96.0%,4.34,B+ (3.33)
"Campbell, Robert Harold",SP22,MGT 16 - Personal Ethics at Work (A),94.1%,94.0%,3.64,B- (2.98)
"Campbell, Robert Harold",SP22,MGT 16 - Personal Ethics at Work (B),93.4%,95.6%,3.50,B (3.03)
"Buchanan, Harold G",SP22,MGT 16 - Personal Ethics at Work (C),91.9%,90.7%,3.37,B+ (3.39)
"Sadoff, Sally",SP22,MGT 160 - Experiments in Firms (A),93.6%,97.4%,5.21,A- (3.91)
"Demill, Burritt",SP22,MGT 162 - Negotiations (A),98.7%,100.0%,3.79,A- (3.73)
"McKay, Mary A",SP22,MGT 164 - Business and Org Leadership (A),82.4%,87.5%,5.44,B- (2.94)
"McKay, Mary A",SP22,MGT 164 - Business and Org Leadership (B),84.2%,84.2%,6.29,C+ (2.55)
"Meyer, Alison Bloomfield",SP22,MGT 164 - Business and Org Leadership (C),85.9%,93.6%,5.22,B+ (3.62)
"Zimmermann, Carsten",SP22,MGT 164 - Business and Org Leadership (D),89.2%,87.7%,4.41,B+ (3.40)
"Moran, Cathleen L.",SP22,MGT 166 - Corp Social Responsibility (A),83.3%,79.2%,5.33,B (3.11)
"Moran, Cathleen L.",SP22,MGT 166 - Corp Social Responsibility (B),77.8%,72.2%,6.80,B- (2.78)
"Moran, Cathleen L.",SP22,MGT 166 - Corp Social Responsibility (C),81.5%,85.2%,5.31,B (3.03)
"Phiroz, Zal Navroze",SP22,MGT 171 - Operations Management (A),78.3%,86.4%,3.80,B+ (3.32)
"Hedges, Kathleen",SP22,MGT 172 - Business Project Management (A),95.3%,98.8%,4.55,B+ (3.62)
"Royal, Rebecca",SP22,MGT 172 - Business Project Management (A),95.2%,97.6%,4.55,B+ (3.62)
"Hedges, Kathleen",SP22,MGT 172 - Business Project Management (B),93.7%,98.4%,4.92,B+ (3.49)
"Moghadas Khorasani, Sina",SP22,MGT 172 - Business Project Management (C),93.3%,97.3%,3.84,B (3.28)
"Moghadas Khorasani, Sina",SP22,MGT 172 - Business Project Management (D),95.8%,97.2%,4.16,B (3.05)
"Hayes, Sherry Lorine",SP22,MGT 173 - Project Mgt- Health Services (A),97.7%,95.4%,4.43,A- (3.88)
"Gopal, Christopher S.",SP22,MGT 175 - Supply Chain Management (A),87.0%,90.9%,4.50,B (3.25)
"Gopal, Christopher S.",SP22,MGT 176 - Strategic Cost Management (A),92.3%,92.3%,3.73,B+ (3.50)
"McKay, Michael J",SP22,MGT 18 - Managing Diverse Teams (A),92.9%,92.9%,2.35,C+ (2.60)
"McKay, Michael J",SP22,MGT 18 - Managing Diverse Teams (B),93.3%,100.0%,3.73,B (3.01)
"McKay, Michael J",SP22,MGT 18 - Managing Diverse Teams (C),100.0%,92.0%,3.46,B (3.05)
"McKay, Mary A",SP22,MGT 18 - Managing Diverse Teams (D),74.2%,74.2%,5.02,B- (2.74)
"Buchanan, Harold G",SP22,MGT 181 - Enterprise Finance (A),88.4%,87.4%,5.93,B- (2.97)
"Buchanan, Harold G",SP22,MGT 181 - Enterprise Finance (B),87.6%,87.6%,6.29,B (3.11)
"Banerjee, Snehal",SP22,MGT 183 - Financial Investments (A),95.2%,90.5%,5.26,B (3.16)
"Dunn, Louis Jean",SP22,MGT 185 - Investment Banking (A),100.0%,100.0%,7.88,B- (2.83)
"Dunn, Louis Jean",SP22,MGT 187 - New Venture Finance (A),85.3%,85.3%,4.15,B (3.13)
"Wagner, Timothy Ryan",SP22,MGT 3 - Quant Methods in Business (A),77.3%,81.8%,7.23,C (2.15)
"Pecore, Joseph P.",SP22,MGT 45 - Principles of Accounting (A),95.7%,95.7%,5.97,B (3.06)
"Perez Silva, Andreya Marie",SP22,MGT 45 - Principles of Accounting (B),91.2%,91.2%,5.91,B (3.09)
"Perez Silva, Andreya Marie",SP22,MGT 45 - Principles of Accounting (C),93.5%,96.7%,5.21,B (3.24)
"Houskeeper, Robert",SP22,MGT 5 - Managerial Accounting (A),79.6%,78.7%,4.56,C+ (2.37)
"Deal, Jennifer Jean",SP22,MGT 52 - Test & Measurement at Work (A),98.7%,96.1%,3.43,A- (3.74)
"August, Terrence",SP22,MGT 71 - Business & Operations Mgt (A),88.3%,94.7%,5.84,B (3.16)
"Yavorsky, Daniel Ryan",WI22,MGT 100 - Customer Analytics (A),98.2%,96.5%,6.25,B+ (3.46)
"Eberhard, Craig A",WI22,MGT 103 - Product Marketing & Management (A),100.0%,100.0%,6.17,N/A
"Eberhard, Craig A",WI22,MGT 103 - Product Marketing & Management (B),94.4%,88.9%,3.61,B- (2.87)
"Eberhard, Craig A",WI22,MGT 103 - Product Marketing & Management (C),91.7%,87.2%,3.00,B (3.06)
"Ehrich, Kristine R",WI22,MGT 103 - Product Marketing & Management (D),92.6%,85.2%,5.02,B (3.12)
"Demill, Burritt",WI22,MGT 103 - Product Marketing & Management (E),93.5%,96.1%,4.95,B+ (3.52)
"Bates, Kenneth Walter",WI22,MGT 103 - Product Marketing & Management (F),88.2%,83.8%,3.94,B+ (3.61)
"Bates, Kenneth Walter",WI22,MGT 103 - Product Marketing & Management (G),94.4%,97.2%,4.61,A- (3.73)
"Demill, Burritt",WI22,MGT 103 - Product Marketing & Management (H),93.1%,97.7%,4.68,B+ (3.57)
"Gershon, Rachel M",WI22,MGT 107 - Consumer Behavior (A),96.4%,96.4%,3.79,B+ (3.57)
"Gershon, Rachel M",WI22,MGT 107 - Consumer Behavior (B),100.0%,100.0%,3.74,A- (3.80)
"Gershon, Rachel M",WI22,MGT 107 - Consumer Behavior (C),100.0%,100.0%,4.26,A- (3.80)
"Zimmermann, Carsten",WI22,MGT 112 - Global Business Strategy (A),86.2%,87.7%,5.48,B+ (3.57)
"Somasundaram, Tyagarajan",WI22,MGT 112 - Global Business Strategy (B),81.3%,81.3%,7.75,B+ (3.41)
"Somasundaram, Tyagarajan",WI22,MGT 112 - Global Business Strategy (C),100.0%,100.0%,4.00,B+ (3.69)
"Ehrich, Kristine R",WI22,MGT 112 - Global Business Strategy (D),96.8%,92.1%,5.90,B+ (3.58)
"Ehrich, Kristine R",WI22,MGT 112 - Global Business Strategy (E),100.0%,100.0%,5.61,N/A
"Felke, Magnus Roland",WI22,MGT 119 - Topics in Business (A),100.0%,100.0%,4.32,B+ (3.59)
"Pecore, Joseph P.",WI22,MGT 12 - Personal Financial Management (A),94.7%,94.7%,2.87,B+ (3.32)
"Pecore, Joseph P.",WI22,MGT 12 - Personal Financial Management (B),97.1%,94.1%,2.50,B+ (3.39)
"Klaas, Jeffrey David",WI22,MGT 121A - Innovation to Market A (A),96.9%,93.8%,5.78,B+ (3.53)
"Zhu, Kevin Xiaoguo",WI22,MGT 127 - Innovation and Tech Strategy (A),65.5%,65.5%,4.72,B+ (3.59)
"Houskeeper, Robert",WI22,MGT 131A - Intermediate Accounting A (A),91.1%,88.9%,5.30,B- (2.85)
"Houskeeper, Robert",WI22,MGT 131B - Intermediate Accounting B (A),95.2%,88.1%,5.50,B- (2.89)
"Anderson, John Charles",WI22,MGT 135 - Federal Taxation-Companies (A),100.0%,100.0%,5.19,B (3.30)
"Lindenberger, Wade Douglas",WI22,MGT 136 - Advanced Accounting (A),98.1%,100.0%,6.34,A- (3.77)
"Lindenberger, Wade Douglas",WI22,MGT 137 - Financial Statement Analysis (A),100.0%,100.0%,4.50,A- (3.96)
"Maffett, Mark G",WI22,MGT 148 - Mergers and Acquisitions (A),100.0%,100.0%,4.79,B+ (3.57)
"Perols, Johan Lars",WI22,MGT 153 - Business Analytics (A),93.8%,93.8%,5.70,B (3.05)
"Phiroz, Zal Navroze",WI22,MGT 153 - Business Analytics (B),92.3%,100.0%,5.58,B+ (3.42)
"Campbell, Robert Harold",WI22,MGT 16 - Personal Ethics at Work (A),92.3%,82.1%,3.83,B (3.29)
"Campbell, Robert Harold",WI22,MGT 16 - Personal Ethics at Work (B),94.1%,95.3%,3.70,B+ (3.36)
"Campbell, Robert Harold",WI22,MGT 16 - Personal Ethics at Work (C),85.2%,83.7%,3.98,B (3.22)
"Buchanan, Harold G",WI22,MGT 16 - Personal Ethics at Work (D),94.4%,90.0%,3.50,B (3.23)
"Buchanan, Harold G",WI22,MGT 16 - Personal Ethics at Work (E),95.7%,98.9%,3.26,B+ (3.32)
"Gneezy, Uri",WI22,MGT 162R - Negotiations (A),98.2%,96.4%,3.93,A- (3.76)
"McKay, Mary A",WI22,MGT 164 - Business and Org Leadership (A),81.8%,81.8%,4.95,B- (2.84)
"McKay, Mary A",WI22,MGT 164 - Business and Org Leadership (B),89.3%,85.7%,4.00,C+ (2.58)
"Zimmermann, Carsten",WI22,MGT 164 - Business and Org Leadership (C),95.5%,96.9%,5.14,B+ (3.39)
"Meyer, Alison Bloomfield",WI22,MGT 164 - Business and Org Leadership (D),92.0%,94.7%,4.72,B+ (3.42)
"Moran, Cathleen L.",WI22,MGT 166 - Corp Social Responsibility (A),90.3%,88.7%,6.60,B (3.13)
"Moran, Cathleen L.",WI22,MGT 166 - Corp Social Responsibility (B),82.3%,83.9%,5.47,B (3.16)
"Moran, Cathleen L.",WI22,MGT 166 - Corp Social Responsibility (C),85.3%,79.4%,6.32,B (3.12)
"Jacob, Jo Dee C",WI22,MGT 167 - Social Entrepreneurship (A),93.2%,93.2%,4.25,B+ (3.40)
"Phiroz, Zal Navroze",WI22,MGT 171 - Operations Management (A),84.2%,84.2%,6.61,B (3.30)
"Hedges, Kathleen",WI22,MGT 172 - Business Project Management (A),88.2%,88.2%,5.03,B+ (3.61)
"Royal, Rebecca",WI22,MGT 172 - Business Project Management (A),88.2%,91.2%,5.03,B+ (3.61)
"Hedges, Kathleen",WI22,MGT 172 - Business Project Management (B),97.3%,94.6%,5.31,B+ (3.58)
"Moghadas Khorasani, Sina",WI22,MGT 172 - Business Project Management (C),96.3%,98.1%,4.95,B+ (3.39)
"Erat, Sanjiv",WI22,MGT 172 - Business Project Management (D),75.0%,75.0%,7.65,B+ (3.36)
"Hayes, Sherry Lorine",WI22,MGT 173 - Project Mgt- Health Services (A),93.8%,97.5%,5.16,A- (3.86)
"Wiseman, Julius C",WI22,MGT 173 - Project Mgt- Health Services (B),84.1%,77.3%,3.86,B (3.27)
"Gopal, Christopher S.",WI22,MGT 175 - Supply Chain Management (A),100.0%,100.0%,6.15,B+ (3.33)
"McKay, Michael J",WI22,MGT 18 - Managing Diverse Teams (A),83.3%,93.3%,4.56,B- (2.97)
"McKay, Michael J",WI22,MGT 18 - Managing Diverse Teams (B),95.1%,92.7%,3.48,B (3.07)
"McKay, Michael J",WI22,MGT 18 - Managing Diverse Teams (C),76.1%,91.3%,3.57,B- (2.99)
"McKay, Mary A",WI22,MGT 18 - Managing Diverse Teams (D),72.7%,81.8%,3.62,B (3.16)
"Buchanan, Harold G",WI22,MGT 181 - Enterprise Finance (A),96.8%,95.8%,5.88,B (3.13)
"Bliss, Barbara Ann",WI22,MGT 181 - Enterprise Finance (B),96.2%,96.2%,5.58,B (3.18)
"Parashar, Sat P",WI22,MGT 184 - Money and Banking (A),88.9%,86.7%,4.45,A- (3.71)
"Dunn, Louis Jean",WI22,MGT 187 - New Venture Finance (A),100.0%,94.7%,3.76,B (3.30)
"Dunn, Louis Jean",WI22,MGT 187 - New Venture Finance (B),100.0%,88.2%,5.91,B+ (3.34)
"Engelberg, Joseph Edward",WI22,MGT 189 - Topics in Finance (A),97.7%,97.7%,6.45,B+ (3.36)
"Wagner, Timothy Ryan",WI22,MGT 3 - Quant Methods in Business (A),93.3%,92.9%,5.70,C+ (2.33)
"Levkoff, Steven B.",WI22,MGT 4 - Financial Accounting (B),100.0%,80.0%,7.70,N/A
"Pecore, Joseph P.",WI22,MGT 45 - Principles of Accounting (A),88.1%,92.4%,6.55,B (3.03)
"Houskeeper, Robert",WI22,MGT 5 - Managerial Accounting (A),93.1%,89.7%,4.97,B (3.12)
